alf,wob,gndr_cd,lsoa2011_cd
772745307,1977-10-22,1,W21415435
938423202,1974-03-18,1,W76957841
231266985,1961-02-20,1,W73056544
625630574,1944-03-31,1,W42129889
985193840,1943-05-06,1,W16705064
802008853,1972-08-28,1,W32583673
266429968,1996-05-23,0,W66490993
626712578,2010-03-08,1,W85836670
433216624,1948-02-08,1,W93484310
657810471,1921-02-25,0,W65087889
431426817,1949-06-15,1,W89299876
649479964,1962-12-10,1,W20362983
103348181,1937-07-23,1,W96913749
982802759,1966-11-19,0,W83751213
927636353,1984-08-01,1,W44174730
831457450,1937-09-19,0,W68516710
199189835,2016-08-18,1,W17071693
295343139,2014-09-25,0,W37836612
593547532,1941-06-14,0,W86972264
752230436,1940-12-30,1,W42129306
381424361,1939-09-08,0,W98487359
298392104,1920-11-27,1,W43734147
752256531,2004-07-26,0,W55115127
440195243,1988-01-18,0,W96415245
595104043,1985-01-16,1,W13944671
392454644,1953-05-07,0,W62116984
557958788,1928-07-26,0,W28159870
277765285,1999-12-04,1,W61160365
446401514,1938-02-17,1,W22999275
381114369,1930-07-26,0,W37064952
662329077,2014-08-14,1,W84681916
552900302,1999-05-19,1,W28150415
375894293,1974-12-27,0,W34504776
815367030,1925-08-19,0,W26813595
773756311,2003-08-03,0,W12639444
692467299,1920-03-20,0,W42021529
738453787,1982-03-07,1,W34811939
540636616,1955-03-13,0,W20686656
179299578,2000-03-13,0,W43997438
463355542,1998-12-26,1,W51597609
589373824,1988-12-01,0,W06377505
197414227,1944-01-30,0,W86563287
479617356,2019-04-12,1,W77181420
385758274,1961-12-25,1,W38045793
287424282,1993-02-09,1,W24761143
547638326,1922-03-24,1,W19525666
673569437,1971-12-06,1,W53780619
590767984,1979-08-15,0,W41597832
254953024,1953-10-16,0,W61558802
295954475,1985-12-19,0,W41521874
715191975,1935-08-06,1,W36638492
973804919,1972-04-07,1,W28479951
994397931,1994-05-07,0,W74741731
136950117,2005-12-26,0,W80732571
760192055,1991-07-13,1,W15387466
109649891,1996-12-09,0,W51943792
564564184,1981-03-09,1,W15940153
694738310,1954-08-04,0,W90627099
628152423,2007-01-21,0,W82951210
399102530,1999-09-30,1,W48228582
595347576,1929-10-04,1,W95287149
487977865,1947-07-05,0,W37107688
857852653,1926-04-26,1,W21496308
193322656,1940-01-19,1,W41538395
932398557,1947-05-25,1,W86269977
337278572,1997-03-08,0,W94426148
574994580,1945-07-23,1,W41804046
400154644,1964-07-04,1,W20323845
690015157,1946-08-30,0,W77106558
603911438,2001-03-07,1,W24939896
569908649,1972-11-22,1,W93635778
253243608,2005-04-28,1,W88851590
721155378,1958-02-11,0,W80877286
788179863,1963-12-24,1,W93661724
442168018,1934-08-07,1,W28282058
943074593,1999-10-08,0,W11723411
828173104,1955-03-10,1,W64974342
378892482,1984-01-16,0,W86184636
858419608,1981-03-22,0,W12352690
870430936,1995-03-08,1,W30334625
956787220,1957-04-09,1,W02797109
965769353,1935-04-18,1,W29953971
566857690,2003-05-01,0,W80211241
156879064,2002-07-11,1,W01413480
818498583,1987-10-12,0,W39035074
494177889,1937-01-17,1,W85434248
647356874,2016-06-09,0,W79768892
750276104,1975-03-20,1,W69461603
140414329,1967-11-05,0,W16424302
508084996,1949-07-24,1,W30965407
113048096,1986-01-30,0,W74234708
601166418,2016-05-09,0,W10856969
504131879,2003-09-20,1,W95798596
617058360,1970-06-21,1,W94329885
835005334,1990-04-01,1,W66725317
789290925,1986-12-27,1,W61921679
540666270,1944-04-06,0,W86863081
562853762,1953-06-03,1,W27073254
947153878,1997-05-24,0,W57024957
772254924,1985-08-24,0,W32987304
291079087,1950-01-11,1,W70551874
898285807,1929-02-06,0,W49520867
461553443,1968-10-28,0,W98592545
538380452,1960-08-20,0,W31829822
515816812,1953-05-16,1,W08562779
722963878,1986-03-03,1,W45121924
532613922,1928-12-26,1,W45310616
128624023,1977-12-02,0,W91480670
943111599,1986-12-10,1,W64113984
542891951,1949-06-06,1,W09359156
687394780,1975-06-08,0,W38224594
625957038,1958-12-10,0,W88850166
443577667,1922-12-01,1,W98781762
429382672,1961-12-06,1,W10830255
316862770,1935-04-06,0,W88074339
330566725,2003-04-11,0,W52416535
425602475,1975-03-16,1,W08847584
325162845,2011-11-15,0,W46326838
144426272,1974-09-15,0,W51377670
339344049,2002-04-08,0,W29266807
356708641,1930-02-11,0,W88813940
895810440,1976-04-07,1,W41060789
387887597,1935-08-20,1,W07518412
822527233,1963-10-16,1,W29789068
834174453,1965-10-24,1,W58534862
969199394,1930-01-15,1,W11498113
457594741,1942-07-26,0,W08707933
154622104,1951-01-16,0,W86393569
305320786,1951-02-17,1,W87692454
529168597,1963-04-03,1,W49959649
609860539,2010-07-18,1,W35328968
973594191,1977-05-05,0,W86856413
901521550,1939-01-22,1,W21303317
933151223,1954-02-23,0,W58051231
100952327,1964-04-20,0,W21083142
873894600,1985-06-03,0,W01559553
467922913,1996-08-10,1,W39183699
602075457,1936-04-18,1,W19799115
472812305,1995-11-15,1,W83315951
612827599,1936-04-23,0,W36738982
156077255,1931-09-11,1,W58517876
965827874,1930-05-26,1,W28230332
889632070,1972-02-15,0,W00493074
444335395,1965-10-31,0,W78518194
739148921,2014-11-01,1,W54355490
364070755,1959-04-15,0,W60843232
227050880,1921-12-11,0,W66339986
761010800,1931-11-06,0,W16153373
171778523,1992-10-12,1,W83562793
384698049,2006-09-23,0,W85352699
208597546,1999-12-18,0,W92397611
774796208,1949-01-25,0,W54418834
503410419,1986-04-18,1,W62369077
599477797,1938-08-03,0,W30232586
132188555,1977-12-11,0,W19739205
316865649,1981-12-02,0,W27597314
425749171,1926-07-25,1,W23581659
923331850,1999-04-30,0,W04108605
101476382,1974-04-23,0,W83308486
665088626,1999-10-02,1,W33628124
261894437,1957-03-05,1,W52916150
836048019,1921-12-11,0,W35301485
892198381,2010-02-25,0,W00606282
944672955,2007-11-28,0,W71685082
361706327,1959-04-28,1,W61499713
566564050,2001-10-28,1,W93387141
321505828,1993-04-02,0,W35265608
692273471,1957-08-06,1,W75949417
198810701,1964-02-16,1,W65808974
638940665,1947-04-20,1,W67369428
817611738,2001-03-13,0,W50308621
630852036,1992-06-21,0,W74439479
787880731,1990-06-06,1,W02360446
915007325,2019-02-22,0,W31583843
409722448,1982-01-15,0,W24739914
333354866,2001-05-22,0,W52202160
689733370,2004-03-17,0,W89928041
354327420,1988-11-23,0,W57269642
423315170,1949-04-03,0,W91757783
816118920,1936-07-22,0,W85307237
560811767,1928-12-29,0,W49702605
838003736,2003-02-01,0,W79725881
617529736,2018-12-28,1,W78229150
181981262,1945-12-04,0,W26708609
667643665,1928-11-21,0,W77560569
581740762,2017-09-08,1,W96656540
212591501,2013-08-25,1,W26495222
214876137,1976-01-24,1,W45208950
751842352,1978-10-24,1,W55150045
280007942,1985-01-18,1,W41764650
817108367,1930-09-06,1,W10927438
424868169,1955-03-29,0,W14583619
524538678,1945-02-13,0,W88564075
943099534,1988-02-07,0,W51448802
906944910,1948-03-13,1,W35710550
589774552,1937-12-14,1,W12041638
781019410,1974-10-15,1,W17233227
954247041,1958-11-21,1,W43427961
335672072,1964-04-24,1,W96564595
221836732,1925-01-17,1,W06235300
414144497,1972-09-05,1,W69466915
273201316,1959-10-20,0,W26189174
126593072,2014-02-18,0,W02640757
895067391,1944-04-07,1,W87456094
752829065,1980-01-20,1,W54874110
496178000,2009-08-07,0,W46011111
863434392,2017-04-22,1,W87187119
489232795,1995-04-12,1,W80053549
996476378,1989-07-26,1,W87301223
952104838,1923-11-25,1,W29862796
180965792,1920-09-29,0,W33670113
202683820,2013-08-13,0,W01489454
681809020,1964-10-26,0,W07414922
566549776,2009-07-21,0,W68864317
593173083,1998-07-31,0,W67914369
538578849,2009-03-30,1,W85686053
194013192,1920-05-04,1,W35437965
675469625,1999-01-15,0,W28198211
783636671,1965-02-16,0,W78673747
482178413,2020-02-18,0,W58726703
260028734,1932-11-01,1,W36429938
162707903,1963-10-10,0,W20925031
881983308,1999-07-28,1,W74860359
859071722,1931-11-16,0,W56755273
809946115,2018-09-24,0,W99761620
447679179,2015-04-23,1,W73996489
330924601,2012-10-22,0,W01140508
770958235,2006-12-10,0,W76787714
578900216,1941-11-19,1,W71056955
811427820,1945-07-14,0,W71588174
687859424,1981-12-18,1,W86398214
551632807,2012-02-07,1,W76297646
141057365,2009-12-17,0,W65636653
553046571,1966-05-09,1,W27130356
728601782,2012-12-26,1,W98051019
623891006,1922-01-13,1,W69975859
135606200,2008-01-07,1,W80719863
741452277,2020-06-19,1,W46052058
896426941,2017-05-08,1,W88446396
905574176,1966-11-18,0,W98773021
655858147,2018-01-08,0,W76381015
352424735,1971-07-01,0,W69650767
522301402,1959-03-28,0,W76903859
984550741,1973-03-19,0,W40774420
923092494,1947-01-08,1,W85974060
428884733,1974-04-13,1,W15220663
255454639,1933-01-01,0,W69838070
236273842,1947-01-02,0,W05715147
631587243,1993-10-07,1,W41663078
321595156,1991-06-05,0,W06370199
196714031,1975-07-08,0,W36777230
590672595,1997-06-12,1,W26145175
150768340,1961-05-25,1,W99657007
587450874,2019-10-24,1,W83998895
901270221,1960-05-29,0,W91795343
463323659,1947-09-23,1,W78057047
774273094,1938-08-14,0,W90992660
480779203,1940-03-07,1,W51619230
488790598,1989-12-21,1,W34843985
193320286,1941-10-01,1,W79977082
566678923,1939-05-29,1,W14452979
258416021,2015-11-14,0,W49561757
882199956,1994-02-15,0,W18256715
587942780,2003-07-18,1,W26353316
981667230,1924-06-25,1,W63304421
576835423,1926-05-21,1,W11660386
882372936,2013-05-29,1,W32347056
895308188,1990-08-24,1,W28298691
337322946,1963-12-29,1,W06014606
884890223,1970-02-10,1,W37159202
596373233,1958-02-12,0,W09416862
986809082,1930-12-29,1,W74112401
302480624,1943-06-23,1,W88787930
980713911,2009-06-05,0,W90824161
235719315,1974-05-29,0,W76338616
996752956,1979-04-28,0,W18723399
240496375,1978-07-09,0,W80526223
341889389,2018-04-18,0,W32700761
352729195,1989-05-13,1,W59877750
989588617,1953-10-12,0,W61222210
982993228,1988-02-19,1,W21847058
385609707,2000-02-20,0,W08738859
732542957,2008-11-02,0,W87212667
531974207,1993-06-12,0,W44808842
321133042,1967-12-14,0,W31715888
342148432,1937-04-12,0,W60777515
992195771,1922-06-19,1,W16745741
608811213,1970-05-03,1,W75406692
723095609,1925-12-05,1,W27783890
449905737,2002-04-20,1,W49117240
480892476,1960-01-23,0,W59746711
841564570,2015-12-14,0,W61724601
479502647,1949-03-30,0,W75112451
499635505,2005-07-03,0,W62320432
878634975,1945-01-25,0,W95984011
329842966,1936-07-16,0,W52760845
692045166,1959-05-26,1,W43259349
316879677,1931-08-27,1,W78455481
635392062,2005-05-26,0,W97038482
495650284,1985-05-24,1,W00141115
815465289,1967-03-15,1,W03619686
690933711,1951-10-27,1,W12820120
312341874,2006-06-12,0,W41611763
574947387,1921-06-08,1,W41535723
920789744,1996-01-08,0,W08593503
837925051,2003-05-13,0,W57495610
438216025,1936-11-13,0,W37801677
852256933,1981-01-15,0,W09150452
683049628,1998-08-28,0,W70798440
129648147,2010-04-26,0,W35268523
581180058,1992-07-04,0,W43449923
725598069,1991-04-17,1,W43382349
468713908,2002-08-31,1,W18514018
572882939,1987-12-22,1,W02254629
290310062,1980-09-08,1,W60214466
505502782,2006-06-27,0,W29923633
199394435,1930-10-23,0,W74850615
741142923,1954-02-14,1,W20074533
346133621,1951-11-27,0,W95816344
910529942,1972-05-06,0,W06009079
603701218,1954-04-08,0,W37656196
854818747,1990-04-30,0,W16636085
771328799,1940-05-18,0,W92524940
578477439,1952-12-07,1,W62418912
246462705,2014-03-29,1,W04998907
327602153,1966-11-24,0,W33687470
420252732,1961-06-12,0,W02025454
543792396,1988-10-01,1,W41210019
408105061,2017-06-08,0,W12634913
447921888,2016-10-04,1,W13225997
349197637,1931-01-22,0,W19059542
824938990,2006-10-08,1,W38037490
295517893,1947-09-27,0,W15274187
439912059,1928-11-14,1,W01010013
900953118,1994-06-10,1,W50135587
868713609,1988-12-22,0,W88790384
884029859,1922-03-20,0,W32326075
813528011,1923-06-03,0,W84136057
494304164,1978-03-06,0,W60983253
289230906,1942-10-21,0,W04819650
625012571,1945-06-29,0,W89855498
131624183,2000-03-13,0,W90942123
881990647,1938-03-29,0,W66254411
845522376,1953-02-04,1,W52507106
257355923,2003-09-07,1,W61539209
269598946,1931-09-06,0,W89562757
434035388,1926-11-04,1,W57697007
949240467,1928-10-13,1,W54843121
886930223,2009-03-11,0,W44844269
582861485,1994-11-24,0,W47627953
237065296,1920-02-14,1,W08417829
625347030,1920-12-05,0,W83935148
180045861,1963-05-02,1,W61352814
863200878,1947-10-19,0,W31668912
381179072,2018-01-29,0,W72043734
750689314,1923-05-17,0,W42502124
234923248,2018-12-06,1,W82401928
918817015,1931-10-13,1,W15512340
438072647,1963-07-11,0,W54380036
745923549,2019-12-26,0,W23554498
534981744,1947-12-09,1,W02340819
455444261,2007-07-24,1,W57550848
680096663,1981-03-07,0,W59998495
416403813,1991-05-09,0,W85370009
236042108,1945-10-20,0,W06897469
878628116,1998-07-24,0,W67933285
438507822,2020-11-02,0,W03562156
786093924,2012-12-25,1,W67149893
469716162,1998-01-28,0,W91948158
984060058,1926-07-28,0,W20770657
147092471,1988-02-20,0,W47244631
177162089,1973-10-05,0,W45010280
909402835,2018-03-16,0,W72617205
677548723,1957-09-15,1,W79474781
214957663,2005-11-12,0,W99628134
266202366,1927-12-02,1,W29414564
133497528,1923-01-14,0,W20845259
300189700,1949-05-13,1,W70972257
214089133,1982-09-22,1,W95971912
119545103,1932-06-29,0,W53239904
543231860,1940-01-27,0,W08205352
233982790,2014-09-28,0,W79332507
415129968,1949-08-16,1,W78138148
122794777,2012-11-02,0,W54369828
117762339,2000-10-02,0,W77416904
468554471,1944-11-09,0,W39995820
749634818,2014-08-08,0,W91780479
282294076,1932-12-27,1,W70261601
755282180,1965-12-20,0,W95320820
320115474,1996-09-16,1,W32889982
968879750,1990-10-26,0,W87054926
151402406,1940-07-03,0,W55596139
617217842,1974-11-19,1,W02616320
208827738,1943-07-04,1,W99265243
914786543,1951-06-08,0,W66833940
390244366,1963-05-04,1,W55267156
508447908,1937-06-03,0,W89302180
430040804,1957-11-17,0,W69731298
364689864,1939-03-08,1,W22013641
580565796,1940-11-27,0,W03497500
799206680,1974-11-12,1,W73369622
188752464,1944-06-30,0,W97961466
249781684,1983-08-07,0,W25298906
434375905,1969-12-27,0,W17450202
448255217,1927-05-29,1,W97660417
997014398,1969-07-19,0,W26791117
697245683,2008-05-30,1,W09169802
307069191,1988-01-18,1,W69641868
694587547,2018-03-19,1,W89811422
706426497,2004-07-14,1,W45779299
824246324,1967-12-20,0,W50158393
444260232,1987-05-16,0,W99071633
385267145,1955-10-12,0,W85563971
611233598,1981-05-23,0,W15263576
817721761,1938-05-06,1,W14881911
722313255,1979-01-27,0,W71945725
262863691,1965-09-07,1,W78125832
677693428,2016-10-23,1,W63585359
865430531,1949-06-23,1,W76390846
468138773,1965-03-08,1,W13914966
237668993,1997-01-21,1,W26286156
518878159,2011-08-04,1,W92574255
606523513,1943-09-24,0,W99769225
674392990,1973-09-15,0,W04894345
527684846,1973-01-18,1,W77271780
162686588,1996-02-25,0,W55858139
351589458,1987-01-24,0,W29789072
132175940,1969-05-29,0,W60469686
211811975,1976-08-06,0,W62115571
421168185,1945-05-02,1,W26203550
593548161,1959-09-24,0,W20559230
391350891,1932-02-13,1,W79135168
737372266,1993-01-12,1,W91977762
496613238,1968-01-05,1,W31874159
694267083,1977-03-11,1,W75014097
132106187,1982-12-07,1,W48537093
802363168,1933-10-07,0,W20983122
925815404,1969-01-23,0,W03528018
123040117,1989-05-16,1,W05372673
561742484,1961-11-13,0,W99149859
941605434,1981-06-01,1,W18643847
590072376,2015-12-06,1,W52481715
295603114,1947-08-13,0,W34756567
740826702,1941-05-07,0,W49254928
709181289,1970-07-18,0,W24770820
318685783,1943-06-23,0,W14202494
222894723,1963-08-11,1,W85213442
576113637,1992-05-09,0,W40010010
745038910,1989-04-06,1,W73628350
991764647,1989-08-21,1,W78279009
602384128,1981-01-11,1,W48204434
627360339,1993-10-18,0,W94034864
927585533,1971-05-15,1,W56717676
529900048,2015-01-14,1,W57934920
171191284,1936-08-07,0,W66604636
424880884,1974-09-13,0,W33875501
652265278,1977-11-09,1,W63177285
667040401,2014-07-29,1,W41027514
290434049,1982-04-16,0,W98226145
566436693,1998-06-07,0,W87024903
714245010,1990-08-07,1,W73085227
909895781,1977-10-14,1,W76142518
566111838,1953-04-10,0,W25324668
415627084,2012-08-05,0,W13077049
859730885,1960-09-18,0,W97814448
478014545,1927-11-19,1,W82211388
294174800,2003-08-09,0,W32389886
983667730,1941-09-19,1,W27737826
967872115,1983-12-28,1,W82064197
321190061,1983-11-01,0,W26768706
255692483,1991-07-28,0,W79512959
447952296,1946-04-15,1,W64549805
275332322,2007-02-10,0,W12434237
878786489,1934-04-23,1,W82645997
976579368,2007-04-25,1,W76369990
472179208,1949-03-21,0,W64334565
845584767,1948-09-02,1,W24380646
363091456,1960-11-21,0,W23865253
671064099,1936-11-07,1,W25580845
795759938,1953-12-19,1,W60286529
437238382,1978-03-04,1,W39676352
502586306,1922-07-02,1,W49585210
887474990,1969-12-29,0,W54565097
737222044,2001-12-17,0,W45505838
836945555,1948-01-14,1,W79515446
931689584,1968-05-18,1,W90601194
494152006,1985-01-12,1,W50282640
683898195,1950-05-30,0,W90896881
884809944,2006-05-21,0,W28483284
307648708,1939-03-31,0,W35516428
808544747,1995-06-24,0,W61432913
119094739,1921-09-15,1,W51305214
139721139,1934-10-30,0,W21521420
348639653,2020-03-02,0,W11376640
620233688,1981-02-13,1,W21862974
984382670,1955-11-27,1,W57219104
679498577,1925-04-22,0,W22542480
690456685,1970-01-19,0,W44344352
552872405,1974-11-06,1,W93755377
651699991,2010-04-18,1,W24223078
935828911,1944-08-03,1,W63266948
889700803,1941-07-26,1,W77819530
694978535,1935-08-11,1,W74305244
750230240,1931-10-25,0,W67471049
881617721,2014-11-22,0,W13525157
107853819,1990-12-02,0,W31827360
382639917,1980-02-13,0,W68620753
393764307,1958-01-29,0,W29558453
948178509,1929-11-16,1,W85086768
986435252,1995-02-13,1,W57212193
288328705,1948-02-27,1,W56796302
345940070,1977-12-20,0,W43548413
147958616,2008-02-16,0,W64988260
247150954,2015-08-25,0,W76719033
119824601,1976-07-16,0,W15518723
655927462,1938-12-11,1,W78977755
421936256,1930-02-12,1,W35159092
663158485,2009-01-29,1,W23437593
733626100,1931-03-29,1,W59742293
623368466,1957-11-07,0,W78104792
351489375,1992-11-20,0,W21423251
345891603,1967-03-24,1,W12327542
615777369,1921-09-02,0,W65273797
908860878,1991-07-16,1,W93204141
604847369,1990-04-28,1,W51625159
458961048,1975-03-16,0,W74459661
763512659,1924-11-28,1,W43380999
203282915,1983-12-17,0,W90671595
228672210,2017-03-25,1,W50598159
888536048,1965-02-21,1,W43161367
858869521,1920-09-29,1,W46657621
651809267,1942-05-08,0,W29276120
697187411,1928-10-04,0,W92124930
168558541,1939-12-30,1,W23866922
258858270,1975-08-09,1,W74437093
341297991,1920-10-15,0,W94793479
262843694,1971-12-17,1,W77009634
160209840,1968-06-12,1,W61754532
498299126,1931-08-23,1,W73582976
317087417,1999-10-26,0,W11130859
679961607,2000-01-26,1,W34108901
496879196,2007-06-27,0,W04278208
683333609,2016-09-19,0,W43015942
895562630,1923-12-30,1,W18580384
137119072,1985-09-19,1,W94326977
431635783,1926-10-24,1,W61741483
936636759,2011-12-13,1,W00783866
260273720,1976-05-19,1,W41515558
985020734,1922-05-21,0,W79401734
165051579,1927-01-13,1,W39142562
473006698,1948-12-13,0,W10492509
701636002,1999-04-29,0,W62917172
294986407,1947-03-30,1,W27721112
813451462,1933-09-12,1,W94012769
901793358,1934-08-27,1,W93026833
152551161,1972-07-08,1,W27822857
733640276,1999-06-18,0,W66660966
726565420,2009-04-14,1,W82507896
269463160,1982-08-20,0,W11093837
600295224,1962-06-11,1,W45911686
531378837,1939-09-06,0,W98445188
919467420,1945-06-09,1,W57543346
938133629,1964-04-13,0,W58092267
278936117,1977-11-09,1,W89328547
692050458,1977-09-22,0,W33162561
703158652,1924-06-24,1,W00728377
727992661,1947-08-18,1,W71507615
803927641,1986-07-12,0,W30411516
467778279,1945-06-28,0,W26858340
511056252,1952-01-25,1,W29019275
652236646,1997-03-24,0,W55780787
600023544,2016-12-21,1,W82755143
865135594,1994-03-03,1,W98155621
994732241,1947-11-08,1,W16380422
282842579,2000-12-17,0,W77398262
419843008,1978-01-07,0,W32777438
252239397,2010-08-07,1,W76699131
137192414,1934-12-15,0,W07206353
446954702,1921-02-05,1,W62828067
426141377,2020-09-07,1,W07613872
543423340,1987-05-08,1,W81670385
857383536,1987-08-11,1,W71621623
869621811,1988-11-26,1,W40051938
718143532,1961-07-01,0,W74456621
766516128,1934-05-09,1,W67918241
305342568,1971-03-22,1,W41796128
373993794,1921-07-25,0,W29496647
204617231,1951-10-05,1,W03905507
425155073,2015-03-27,0,W23770168
204317142,1978-07-07,1,W40359746
898887897,1924-01-18,1,W12783460
642157688,2016-07-04,0,W40405508
136410028,2014-09-21,0,W42303600
160691971,1940-04-01,0,W68035045
157939101,1951-05-15,0,W95585092
452743392,1975-05-17,0,W29356237
210976625,1974-01-24,0,W78430034
668128226,2019-03-05,0,W67288502
438887827,2013-07-08,1,W25821168
284207452,1991-04-20,0,W37460473
718858962,1930-01-12,0,W39495777
464271262,1929-06-30,1,W12131079
443865653,1936-01-18,0,W79868575
621943799,1976-05-14,0,W64316808
964259297,1931-07-03,1,W38661844
395879480,2013-03-02,1,W88071992
294023072,1932-09-28,1,W12100304
944076208,1927-05-27,0,W15916722
628322917,2018-03-16,0,W24127335
517440767,1995-12-25,0,W09058855
228503985,1954-05-28,0,W75508497
751958274,1945-01-02,1,W55719255
505073121,1921-02-22,1,W04503508
224982539,1975-02-17,1,W72780398
782884471,1998-10-01,1,W02128489
291393967,1999-05-11,0,W81230287
215497940,1942-06-27,0,W66637700
581104884,1966-03-01,1,W95336520
181053697,2014-08-09,0,W11633286
322233739,2010-11-26,1,W87516347
935558890,1941-01-05,0,W87175543
397994349,1960-05-31,1,W38047937
137919204,2010-01-10,0,W36960715
415175094,1967-01-08,1,W79199265
320458290,1944-05-02,1,W62316316
408336280,1926-03-08,0,W89886615
151574451,2008-01-14,1,W15553138
960447036,1975-11-02,0,W02358575
960309341,2004-02-11,0,W69761021
450958052,2004-03-12,0,W95570182
829252009,1961-08-26,1,W14835414
604115684,1967-10-13,0,W01400350
300808273,2002-08-04,1,W33981534
804002950,1933-11-23,0,W76783325
841366045,1966-10-30,1,W85989472
647155971,1924-08-12,0,W48199814
250743326,2003-02-12,0,W86217598
898599783,1971-02-14,1,W50236439
851932683,1993-06-24,1,W02259979
187405009,1943-01-03,0,W58722052
391214672,1947-08-05,1,W70918478
668944338,1935-12-08,1,W86386501
324737575,1958-11-18,0,W40625882
951913124,1964-10-10,0,W16294692
678784048,1992-08-14,0,W10433061
352689877,1966-04-29,1,W04722970
317821741,1938-07-31,1,W21621435
846067891,1946-01-19,1,W70944904
880249153,1954-09-05,0,W28020996
319384750,1968-03-19,0,W88619291
480169021,1986-05-11,1,W54982069
237284719,1993-08-25,1,W52211742
997648161,2007-05-20,1,W20561202
778519002,2013-07-06,1,W56285882
358872510,1923-09-29,0,W99413049
435482343,2011-03-28,0,W33196348
645277750,2016-10-18,0,W24656157
644242019,1930-03-06,0,W68372139
171114341,1980-09-16,1,W92203545
236818999,1948-12-31,0,W13333616
636258371,1973-07-17,1,W39666938
479978190,1997-02-28,1,W44722358
343156153,2011-10-20,0,W48604587
951411035,1938-03-30,1,W39535025
212126458,2009-08-29,0,W78017940
849018306,1998-05-20,0,W59162823
932968633,1955-10-02,0,W10499505
961797177,2003-09-06,0,W20622930
186844496,1964-11-18,0,W43716790
761845260,1972-01-24,0,W80945229
517971332,1933-07-17,1,W19855442
695222343,2002-06-06,0,W48358795
784807365,1997-01-10,1,W99329400
377712584,1988-06-08,1,W93890623
378455359,1933-08-20,1,W35839985
670867725,1921-01-15,1,W20659031
149439926,1994-11-26,0,W38710358
508314477,1960-05-10,0,W07010046
654186604,1964-07-26,0,W99790986
823208605,1997-06-10,0,W47455459
824308045,1946-03-22,0,W88561505
706337644,1938-03-24,1,W56561007
643982529,1926-03-02,0,W17503118
608680005,1948-08-03,1,W68685144
114310345,1990-09-10,1,W19832991
227424835,1938-09-04,1,W19428028
153069335,1975-11-30,0,W81738393
710664492,1983-05-26,1,W20712179
120301200,1993-03-07,0,W56253909
855099659,1979-07-28,1,W01152593
674029002,1925-10-27,0,W33777895
666740373,1940-09-25,0,W93179591
724841256,1962-01-08,1,W81225460
850734634,1930-05-25,0,W79325173
144296465,1975-09-25,1,W41743229
943912223,1984-04-01,0,W93635167
563560540,1979-12-15,1,W97150404
846729169,1948-01-11,0,W99832135
605530791,1939-12-10,0,W85602358
773091998,1960-03-22,0,W20023777
592590602,1934-10-10,0,W60982215
193960880,1991-01-26,0,W77028043
922136287,1994-08-03,0,W97418914
234998555,1969-02-01,1,W15803221
984361381,1949-09-16,0,W99223075
347225987,1983-12-13,1,W58725924
873739497,2006-09-09,1,W27285753
199809714,2011-05-07,0,W40221071
933655974,1927-12-05,0,W32529097
649477854,1964-07-03,0,W81990520
400605310,1944-02-19,1,W14594523
409816987,1938-09-21,1,W75626649
732411636,1967-10-28,1,W92749377
647572924,2019-07-06,1,W09880450
572739853,1990-01-24,1,W67134081
212267350,1976-03-24,1,W78773247
734738287,2009-04-29,0,W78946491
262914575,1931-05-21,0,W38294727
292846309,2001-06-24,1,W36757773
944099678,1977-12-02,0,W21962319
688944005,1968-05-24,0,W85593761
296230399,1937-07-28,0,W43786738
375709776,1959-05-15,0,W23944298
790540988,1970-10-27,0,W52648823
451267481,1945-03-09,0,W54278523
608126473,1990-06-20,1,W65123900
632027458,1961-10-31,1,W70421334
114286938,1924-04-02,0,W37879618
378552544,1951-12-31,0,W39902933
203665826,1939-04-26,0,W46318843
278704678,1923-08-07,0,W66236649
607151222,1943-07-09,0,W24863469
266086773,1956-05-18,0,W46399108
769302530,1972-01-21,1,W27737104
489493157,2007-12-24,1,W03665098
453094586,1931-09-15,1,W22219294
275169722,1986-10-13,0,W59153786
912936311,1933-09-30,0,W09181367
633839603,2007-01-04,1,W38952257
685155944,2006-04-27,1,W30080691
135030200,1948-10-04,1,W98317818
450163953,1940-02-29,0,W73877457
251077921,1980-11-12,1,W76952005
713473998,1991-01-22,0,W80859225
528261938,1981-01-31,0,W82255318
728865161,1969-06-25,0,W10113363
696537288,2001-04-23,0,W11612516
986806282,1928-08-09,0,W96423292
412371698,2004-12-07,0,W46787326
586923430,1921-10-30,1,W10364398
986597118,2015-12-04,1,W31740718
365989865,1979-06-17,0,W64929321
196526798,1925-07-11,1,W37493822
503009084,2001-04-29,1,W03149000
584084431,2019-12-19,0,W05930081
164326364,1958-04-22,1,W52495785
926817886,1959-06-21,0,W89570286
118387791,1974-10-06,0,W24691565
753040158,1956-08-21,1,W26369693
818843657,1993-01-13,0,W66412146
877093428,1943-05-03,0,W04212214
888757997,1927-06-20,0,W09814204
321911918,1986-06-14,0,W55184083
924843281,1963-06-20,0,W38244388
355240115,1968-12-29,0,W95674729
826341458,1994-02-03,1,W74489565
937467528,1955-05-07,1,W57682809
410744903,1973-07-12,1,W74705184
934478235,1998-03-06,1,W63923449
378222517,2005-06-29,1,W03131168
366928507,2005-05-28,0,W09096004
825723238,1947-09-12,1,W86830365
166854827,1923-06-29,0,W05943715
949325491,1937-08-16,1,W92748282
140704658,1986-04-24,1,W27969425
825156995,1996-05-03,0,W25456441
